Mass (kg),TAS (kts),CL,CD
49500,390,0.5125331439545627,0.028244918722425988
49500,400,0.4872268199718062,0.027258208989893715
49500,410,0.46374950146037464,0.026387480404085093
49500,420,0.44192908840980144,0.025616751448126005
50000,330,0.7230829061551138,0.03839110667777528
50000,340,0.681174121801833,0.03609592918428744
50000,350,0.6428059467778932,0.03411477992330792
50000,360,0.6075904975331168,0.03239748229500908
50000,370,0.5751915886069534,0.030902969180563438
50000,380,0.5453166792263984,0.029597440945057757
50000,390,0.5177102464187503,0.028452932070631563
50000,400,0.4921483030018245,0.027446188133755448
50000,410,0.4684338398589643,0.026557780230675537
50000,420,0.4463930185957591,0.025771402354990314
50500,330,0.730313735216665,0.038800967921998566
50500,340,0.6879858630198513,0.036459657360891615
50500,350,0.6492340062456721,0.034438686999766405
50500,360,0.6136664025084478,0.03268687168913875
50500,370,0.5809435044930229,0.03116231886109276
50500,380,0.5507698460186623,0.029830549508053417
50500,390,0.5228873488829378,0.028663036005251254
50500,400,0.49706978603184265,0.02763605651524393
50500,410,0.47311817825755387,0.026729791613312112
50500,420,0.4508569487817166,0.025927607542325617
51000,330,0.7375445642782161,0.039214907387557396
51000,340,0.6947976042378696,0.03682700472333265
51000,350,0.655662065713451,0.03476581703220956
51000,360,0.619742307483779,0.03297914057972744
51000,370,0.5866954203790924,0.031424249135458195
51000,380,0.5562230128109262,0.030065977559238087
51000,390,0.5280644513471252,0.028875230526285073
51000,400,0.5019912690618609,0.027827814134359165
51000,410,0.47780251665614354,0.026903514551994828
51000,420,0.4553208789676742,0.02608536701013192
51500,330,0.7447753933397673,0.03963292507445179
51500,340,0.7016093454558879,0.037197971271610536
51500,350,0.66209012518123,0.03509617002063738
51500,360,0.6258182124591102,0.03327428896677512
51500,370,0.592447336265162,0.03168876000365975
51500,380,0.5616761796031903,0.030303725098611775
51500,390,0.5332415538113128,0.02908951563373302
51500,400,0.5069127520918791,0.02802146099110115
51500,410,0.4824868550547332,0.02707894904672368
51500,420,0.4597848091536318,0.026244680758409224
52000,330,0.7520062224013184,0.040055020982681745
52000,340,0.7084210866739064,0.037572557005725295
52000,350,0.6685181846490089,0.035429745965049844
52000,360,0.6318941174344413,0.03357231685028181
52000,370,0.5981992521512315,0.03195585146569741
52000,380,0.5671293463954542,0.030543792126174467
52000,390,0.5384186562755003,0.029305891327595097
52000,400,0.5118342351218974,0.028216997085469892
52000,410,0.4871711934533228,0.02725609509749866
52000,420,0.46424873933958943,0.02640554878715752
52500,330,0.7592370514628695,0.040481195112247244
52500,340,0.7152328278919245,0.037950761925676896
52500,350,0.6749462441167877,0.035766544865446975
52500,360,0.6379700224097725,0.033873224230247495
52500,370,0.603951168037301,0.03222552352157118
52500,380,0.5725825131877181,0.030786178641926173
52500,390,0.5435957587396878,0.029524357607871296
52500,400,0.5167557181519157,0.02841442241746538
52500,410,0.49185553185191244,0.027434952704319775
52500,420,0.46871266952554697,0.02656797109637682
53000,330,0.7664678805244206,0.0409114474631483
53000,340,0.7220445691099429,0.03833258603146536
53000,350,0.6813743035845667,0.03610656672182878
53000,360,0.6440459273851037,0.03417701110667219
53000,370,0.6097030839233706,0.03249777617128108
53000,380,0.5780356799799822,0.031030884645866893
53000,390,0.5487728612038753,0.029744914474561616
53000,400,0.5216772011819338,0.028613736987087617
53000,410,0.4965398702505021,0.027615521867187034
53000,420,0.47317659971150455,0.026731947686067112
53500,330,0.7736987095859719,0.04134577803538492
53500,340,0.7288563103279614,0.038718029323090694
53500,350,0.6878023630523458,0.03644981153419524
53500,360,0.650121832360435,0.034483677479555885
53500,370,0.6154549998094402,0.032772609414827084
53500,380,0.5834888467722462,0.03127791013799663
53500,390,0.5539499636680628,0.029967561927666076
53500,400,0.5265986842119522,0.028814940794336615
53500,410,0.5012242086490918,0.02779780258610042
53500,420,0.4776405298974622,0.02689747855622841
54000,330,0.780929538647523,0.04178418682895709
54000,340,0.7356680515459796,0.039107091800552864
54000,350,0.6942304225201246,0.03679627930254635
54000,360,0.656197737335766,0.034793223348898575
54000,370,0.6212069156955097,0.033050023252209196
54000,380,0.5889420135645101,0.03152725511831536
54000,390,0.5591270661322503,0.03019229996718465
54000,400,0.5315201672419704,0.02901803383921235
54000,410,0.5059085470476814,0.027981794861059943
54000,420,0.4821044600834198,0.0270645637068607
54500,330,0.788160367709074,0.042226673843864804
54500,340,0.7424797927639979,0.0394997734638519
54500,350,0.7006584819879035,0.037145970026882136
54500,360,0.6622736423110972,0.035105648714700274
54500,370,0.6269588315815792,0.033330017683427415
54500,380,0.5943951803567741,0.031778919586823114
54500,390,0.5643041685964377,0.030419128593117357
54500,400,0.5364416502719886,0.029223016121714844
54500,410,0.510592885446271,0.028167498692065605
54500,420,0.4865683902693773,0.02723320313796399
55000,330,0.7953911967706253,0.042673239080108095
55000,340,0.7492915339820163,0.0398960743129878
55000,350,0.7070865414556825,0.037498883707202585
55000,360,0.6683495472864284,0.03542095357696097
55000,370,0.6327107474676488,0.033612592708481756
55000,380,0.5998483471490381,0.03203290354351988
55000,390,0.5694812710606253,0.03064804780546419
55000,400,0.5413631333020069,0.029429887641844094
55000,410,0.5152772238448607,0.028354914079117402
55000,420,0.49103232045533496,0.027403396849538277
55500,330,0.8026220258321763,0.043123882537686925
55500,340,0.7561032752000345,0.040295994347960544
55500,350,0.7135146009234614,0.037855020343507684
55500,360,0.6744254522617595,0.035739137935680676
55500,370,0.6384626633537183,0.03389774832737221
55500,380,0.605301513941302,0.03228920698840566
55500,390,0.5746583735248127,0.030879057604225144
55500,400,0.5462846163320251,0.029638648399600086
55500,410,0.5199615622434504,0.02854404102221533
55500,420,0.49549625064129255,0.027575144841583563
56000,330,0.8098528548937276,0.04357860421660132
56000,340,0.762915016418053,0.040699533568770166
56000,350,0.7199426603912404,0.03821437993579746
56000,360,0.6805013572370907,0.03606020179085938
56000,370,0.6442145792397879,0.03418548454009878
56000,380,0.6107546807335662,0.032547829921480455
56000,390,0.5798354759890003,0.03111215798940023
56000,400,0.5512060993620435,0.029849298394982834
56000,410,0.52464590064204,0.02873487952135939
56000,420,0.4999601808272502,0.02774844711409985
56500,330,0.8170836839552786,0.04403740411685125
56500,340,0.7697267576360712,0.04110669197541662
56500,350,0.7263707198590192,0.03857696248407188
56500,360,0.6865772622124219,0.03638414514249708
56500,370,0.6499664951258574,0.03447580134666145
56500,380,0.6162078475258301,0.03280877234274425
56500,390,0.5850125784531878,0.03134734896098944
56500,400,0.5561275823920616,0.03006183762799233
56500,410,0.5293302390406296,0.02892742957654959
56500,420,0.5044241110132077,0.027923303667087132
57000,330,0.8243145130168298,0.04450028223843676
57000,340,0.7765384988540895,0.04151746956789995
57000,350,0.7327987793267982,0.038942767988330976
57000,360,0.6926531671877529,0.036710967990593785
57000,370,0.6557184110119268,0.03476869874706024
57000,380,0.6216610143180941,0.03307203425219706
57000,390,0.5901896809173752,0.031584630518992775
57000,400,0.5610490654220798,0.030276266098628574
57000,410,0.5340145774392192,0.029121691187785924
57000,420,0.5088880411991653,0.02809971450054541
57500,330,0.8315453420783809,0.04496723858135781
57500,340,0.783350240072108,0.041931866346220134
57500,350,0.7392268387945772,0.03931179644857473
57500,360,0.6987290721630842,0.037040670335149496
57500,370,0.6614703268979965,0.03506417674129515
57500,380,0.6271141811103581,0.033337615649838885
57500,390,0.5953667833815628,0.03182400266341024
57500,400,0.5659705484520982,0.030492583806891578
57500,410,0.5386989158378089,0.0293176643550684
57500,420,0.5133519713851229,0.028277679614474686
58000,330,0.8387761711399321,0.045438273145614425
58000,340,0.7901619812901262,0.042349882310377174
58000,350,0.7456548982623561,0.03968404786480313
58000,360,0.7048049771384154,0.037373252176164204
58000,370,0.6672222427840659,0.035362235329366165
58000,380,0.632567347902622,0.03360551653566972
58000,390,0.6005438858457502,0.03206546539424182
58000,400,0.5708920314821163,0.03071079075278133
58000,410,0.5433832542363985,0.029515349078397
58000,420,0.5178159015710805,0.028457199008874966
